time_period,phase_type_grouping,pupil_sen_status,primary_need,pupil_count,Need_code,Need_category,AYCode
202223,AP,SEN Support,SEN support but no specialist assessment of type of need,421,NSA,No Specific Assessment,2022
202223,AP,SEN Support,Severe Learning Difficulty,2,SLD,Cognition & Learning,2022
202223,AP,SEN Support,"Social, Emotional and Mental Health",6067,SEMH,"Social, Emotional, Mental Health",2022
202223,AP,SEN Support,Specific Learning Difficulty,223,SPLD,Cognition & Learning,2022
202223,AP,SEN Support,"Speech, Language and Communications needs",184,SLCN,Communication & Interaction,2022
202223,AP,SEN Support,Visual Impairment,14,VI,Physical &/or Sensory,2022
202223,AP,Total,Autistic Spectrum Disorder,637,ASD,Communication & Interaction,2022
202223,AP,Total,Hearing Impairment,23,HI,Physical &/or Sensory,2022
202223,AP,Total,Missing,2305,MN,Other,2022
202223,AP,Total,Moderate Learning Difficulty,414,MLD,Cognition & Learning,2022
202223,AP,Total,Multi- Sensory Impairment,8,MSI,Physical &/or Sensory,2022
202223,AP,Total,Other Difficulty/Disability,218,OTH,Other,2022
202223,AP,Total,Physical Disability,29,PD,Physical &/or Sensory,2022
202223,AP,Total,Profound & Multiple Learning Difficulty,10,PMLD,Cognition & Learning,2022
202223,AP,Total,SEN support but no specialist assessment of type of need,421,NSA,No Specific Assessment,2022
202223,AP,Total,Severe Learning Difficulty,19,SLD,Cognition & Learning,2022
202223,AP,Total,"Social, Emotional and Mental Health",8340,SEMH,"Social, Emotional, Mental Health",2022
202223,AP,Total,Specific Learning Difficulty,324,SPLD,Cognition & Learning,2022
202223,AP,Total,"Speech, Language and Communications needs",423,SLCN,Communication & Interaction,2022
202223,AP,Total,Visual Impairment,20,VI,Physical &/or Sensory,2022
202223,nursery,EHC plans,Autistic Spectrum Disorder,242,ASD,Communication & Interaction,2022
202223,nursery,EHC plans,Hearing Impairment,16,HI,Physical &/or Sensory,2022
202223,nursery,EHC plans,Moderate Learning Difficulty,18,MLD,Cognition & Learning,2022
202223,nursery,EHC plans,Multi- Sensory Impairment,4,MSI,Physical &/or Sensory,2022
202223,nursery,EHC plans,Other Difficulty/Disability,26,OTH,Other,2022
202223,nursery,EHC plans,Physical Disability,38,PD,Physical &/or Sensory,2022
202223,nursery,EHC plans,Profound & Multiple Learning Difficulty,26,PMLD,Cognition & Learning,2022
202223,nursery,EHC plans,Severe Learning Difficulty,30,SLD,Cognition & Learning,2022
202223,nursery,EHC plans,"Social, Emotional and Mental Health",8,SEMH,"Social, Emotional, Mental Health",2022
202223,nursery,EHC plans,Specific Learning Difficulty,10,SPLD,Cognition & Learning,2022
202223,nursery,EHC plans,"Speech, Language and Communications needs",243,SLCN,Communication & Interaction,2022
202223,nursery,EHC plans,Visual Impairment,12,VI,Physical &/or Sensory,2022
202223,nursery,No SEN,Missing,30442,MN,Other,2022
202223,nursery,SEN Support,Autistic Spectrum Disorder,633,ASD,Communication & Interaction,2022
202223,nursery,SEN Support,Hearing Impairment,93,HI,Physical &/or Sensory,2022
202223,nursery,SEN Support,Moderate Learning Difficulty,108,MLD,Cognition & Learning,2022
202223,nursery,SEN Support,Multi- Sensory Impairment,26,MSI,Physical &/or Sensory,2022
202223,nursery,SEN Support,Other Difficulty/Disability,242,OTH,Other,2022
202223,nursery,SEN Support,Physical Disability,175,PD,Physical &/or Sensory,2022
202223,nursery,SEN Support,Profound & Multiple Learning Difficulty,87,PMLD,Cognition & Learning,2022
202223,nursery,SEN Support,SEN support but no specialist assessment of type of need,98,NSA,No Specific Assessment,2022
202223,nursery,SEN Support,Severe Learning Difficulty,139,SLD,Cognition & Learning,2022
202223,nursery,SEN Support,"Social, Emotional and Mental Health",414,SEMH,"Social, Emotional, Mental Health",2022
202223,nursery,SEN Support,Specific Learning Difficulty,62,SPLD,Cognition & Learning,2022
202223,nursery,SEN Support,"Speech, Language and Communications needs",4269,SLCN,Communication & Interaction,2022
202223,nursery,SEN Support,Visual Impairment,35,VI,Physical &/or Sensory,2022
202223,nursery,Total,Autistic Spectrum Disorder,875,ASD,Communication & Interaction,2022
202223,nursery,Total,Hearing Impairment,109,HI,Physical &/or Sensory,2022
202223,nursery,Total,Missing,30442,MN,Other,2022
202223,nursery,Total,Moderate Learning Difficulty,126,MLD,Cognition & Learning,2022
202223,nursery,Total,Multi- Sensory Impairment,30,MSI,Physical &/or Sensory,2022
202223,nursery,Total,Other Difficulty/Disability,268,OTH,Other,2022
202223,nursery,Total,Physical Disability,213,PD,Physical &/or Sensory,2022
202223,nursery,Total,Profound & Multiple Learning Difficulty,113,PMLD,Cognition & Learning,2022
202223,nursery,Total,SEN support but no specialist assessment of type of need,98,NSA,No Specific Assessment,2022
202223,nursery,Total,Severe Learning Difficulty,169,SLD,Cognition & Learning,2022
202223,nursery,Total,"Social, Emotional and Mental Health",422,SEMH,"Social, Emotional, Mental Health",2022
202223,nursery,Total,Specific Learning Difficulty,72,SPLD,Cognition & Learning,2022
202223,nursery,Total,"Speech, Language and Communications needs",4512,SLCN,Communication & Interaction,2022
202223,nursery,Total,Visual Impairment,47,VI,Physical &/or Sensory,2022
202223,primary,EHC plans,Autistic Spectrum Disorder,37100,ASD,Communication & Interaction,2022
202223,primary,EHC plans,Hearing Impairment,2597,HI,Physical &/or Sensory,2022
202223,primary,EHC plans,Moderate Learning Difficulty,8556,MLD,Cognition & Learning,2022
202223,primary,EHC plans,Multi- Sensory Impairment,516,MSI,Physical &/or Sensory,2022
202223,primary,EHC plans,Other Difficulty/Disability,2919,OTH,Other,2022
202223,primary,EHC plans,Physical Disability,5462,PD,Physical &/or Sensory,2022
202223,primary,EHC plans,Profound & Multiple Learning Difficulty,1238,PMLD,Cognition & Learning,2022
202223,primary,EHC plans,Severe Learning Difficulty,2449,SLD,Cognition & Learning,2022
202223,primary,EHC plans,"Social, Emotional and Mental Health",15295,SEMH,"Social, Emotional, Mental Health",2022
202223,primary,EHC plans,Specific Learning Difficulty,4855,SPLD,Cognition & Learning,2022
202223,primary,EHC plans,"Speech, Language and Communications needs",35435,SLCN,Communication & Interaction,2022
202223,primary,EHC plans,Visual Impairment,1335,VI,Physical &/or Sensory,2022
202223,primary,No SEN,Missing,3900910,MN,Other,2022
202223,primary,SEN Support,Autistic Spectrum Disorder,42047,ASD,Communication & Interaction,2022
202223,primary,SEN Support,Hearing Impairment,8320,HI,Physical &/or Sensory,2022
202223,primary,SEN Support,Moderate Learning Difficulty,107076,MLD,Cognition & Learning,2022
202223,primary,SEN Support,Multi- Sensory Impairment,1896,MSI,Physical &/or Sensory,2022
202223,primary,SEN Support,Other Difficulty/Disability,19303,OTH,Other,2022
202223,primary,SEN Support,Physical Disability,12117,PD,Physical &/or Sensory,2022
202223,primary,SEN Support,Profound & Multiple Learning Difficulty,460,PMLD,Cognition & Learning,2022
202223,primary,SEN Support,SEN support but no specialist assessment of type of need,33859,NSA,No Specific Assessment,2022
202223,primary,SEN Support,Severe Learning Difficulty,1360,SLD,Cognition & Learning,2022
202223,primary,SEN Support,"Social, Emotional and Mental Health",115202,SEMH,"Social, Emotional, Mental Health",2022
202223,primary,SEN Support,Specific Learning Difficulty,61305,SPLD,Cognition & Learning,2022
202223,primary,SEN Support,"Speech, Language and Communications needs",221512,SLCN,Communication & Interaction,2022
202223,primary,SEN Support,Visual Impairment,4727,VI,Physical &/or Sensory,2022
202223,primary,Total,Autistic Spectrum Disorder,79147,ASD,Communication & Interaction,2022
202223,primary,Total,Hearing Impairment,10917,HI,Physical &/or Sensory,2022
202223,primary,Total,Missing,3900910,MN,Other,2022
202223,primary,Total,Moderate Learning Difficulty,115632,MLD,Cognition & Learning,2022
202223,primary,Total,Multi- Sensory Impairment,2412,MSI,Physical &/or Sensory,2022
202223,primary,Total,Other Difficulty/Disability,22222,OTH,Other,2022
202223,primary,Total,Physical Disability,17579,PD,Physical &/or Sensory,2022
202223,primary,Total,Profound & Multiple Learning Difficulty,1698,PMLD,Cognition & Learning,2022
202223,primary,Total,SEN support but no specialist assessment of type of need,33859,NSA,No Specific Assessment,2022
202223,primary,Total,Severe Learning Difficulty,3809,SLD,Cognition & Learning,2022
202223,primary,Total,"Social, Emotional and Mental Health",130497,SEMH,"Social, Emotional, Mental Health",2022
202223,primary,Total,Specific Learning Difficulty,66160,SPLD,Cognition & Learning,2022
202223,primary,Total,"Speech, Language and Communications needs",256947,SLCN,Communication & Interaction,2022
202223,primary,Total,Visual Impairment,6062,VI,Physical &/or Sensory,2022
202223,secondary,EHC plans,Autistic Spectrum Disorder,25055,ASD,Communication & Interaction,2022
202223,secondary,EHC plans,Hearing Impairment,2124,HI,Physical &/or Sensory,2022
202223,secondary,EHC plans,Moderate Learning Difficulty,9534,MLD,Cognition & Learning,2022
202223,secondary,EHC plans,Multi- Sensory Impairment,324,MSI,Physical &/or Sensory,2022
202223,secondary,EHC plans,Other Difficulty/Disability,2798,OTH,Other,2022
202223,secondary,EHC plans,Physical Disability,4309,PD,Physical &/or Sensory,2022
202223,secondary,EHC plans,Profound & Multiple Learning Difficulty,318,PMLD,Cognition & Learning,2022
202223,secondary,EHC plans,Severe Learning Difficulty,1212,SLD,Cognition & Learning,2022
202223,secondary,EHC plans,"Social, Emotional and Mental Health",18469,SEMH,"Social, Emotional, Mental Health",2022
202223,secondary,EHC plans,Specific Learning Difficulty,6720,SPLD,Cognition & Learning,2022
202223,secondary,EHC plans,"Speech, Language and Communications needs",14925,SLCN,Communication & Interaction,2022
202223,secondary,EHC plans,Visual Impairment,1431,VI,Physical &/or Sensory,2022
202223,secondary,No SEN,Missing,3093985,MN,Other,2022
202223,secondary,SEN Support,Autistic Spectrum Disorder,47744,ASD,Communication & Interaction,2022
202223,secondary,SEN Support,Hearing Impairment,8495,HI,Physical &/or Sensory,2022
202223,secondary,SEN Support,Moderate Learning Difficulty,81816,MLD,Cognition & Learning,2022
202223,secondary,SEN Support,Multi- Sensory Impairment,1304,MSI,Physical &/or Sensory,2022
202223,secondary,SEN Support,Other Difficulty/Disability,24023,OTH,Other,2022
202223,secondary,SEN Support,Physical Disability,10135,PD,Physical &/or Sensory,2022
202223,secondary,SEN Support,Profound & Multiple Learning Difficulty,155,PMLD,Cognition & Learning,2022
202223,secondary,SEN Support,SEN support but no specialist assessment of type of need,15591,NSA,No Specific Assessment,2022
202223,secondary,SEN Support,Severe Learning Difficulty,612,SLD,Cognition & Learning,2022
202223,secondary,SEN Support,"Social, Emotional and Mental Health",107846,SEMH,"Social, Emotional, Mental Health",2022
202223,secondary,SEN Support,Specific Learning Difficulty,93631,SPLD,Cognition & Learning,2022
202223,secondary,SEN Support,"Speech, Language and Communications needs",52500,SLCN,Communication & Interaction,2022
202223,secondary,SEN Support,Visual Impairment,5115,VI,Physical &/or Sensory,2022
202223,secondary,Total,Autistic Spectrum Disorder,72799,ASD,Communication & Interaction,2022
202223,secondary,Total,Hearing Impairment,10619,HI,Physical &/or Sensory,2022
202223,secondary,Total,Missing,3093985,MN,Other,2022
202223,secondary,Total,Moderate Learning Difficulty,91350,MLD,Cognition & Learning,2022
202223,secondary,Total,Multi- Sensory Impairment,1628,MSI,Physical &/or Sensory,2022
202223,secondary,Total,Other Difficulty/Disability,26821,OTH,Other,2022
202223,secondary,Total,Physical Disability,14444,PD,Physical &/or Sensory,2022
202223,secondary,Total,Profound & Multiple Learning Difficulty,473,PMLD,Cognition & Learning,2022
202223,secondary,Total,SEN support but no specialist assessment of type of need,15591,NSA,No Specific Assessment,2022
202223,secondary,Total,Severe Learning Difficulty,1824,SLD,Cognition & Learning,2022
202223,secondary,Total,"Social, Emotional and Mental Health",126315,SEMH,"Social, Emotional, Mental Health",2022
202223,secondary,Total,Specific Learning Difficulty,100351,SPLD,Cognition & Learning,2022
202223,secondary,Total,"Speech, Language and Communications needs",67425,SLCN,Communication & Interaction,2022
202223,secondary,Total,Visual Impairment,6546,VI,Physical &/or Sensory,2022
202223,special,EHC plans,Autistic Spectrum Disorder,51710,ASD,Communication & Interaction,2022
202223,special,EHC plans,Hearing Impairment,1085,HI,Physical &/or Sensory,2022
202223,special,EHC plans,Moderate Learning Difficulty,14582,MLD,Cognition & Learning,2022
202223,special,EHC plans,Multi- Sensory Impairment,322,MSI,Physical &/or Sensory,2022
202223,special,EHC plans,Other Difficulty/Disability,2881,OTH,Other,2022
202223,special,EHC plans,Physical Disability,4173,PD,Physical &/or Sensory,2022
202223,special,EHC plans,Profound & Multiple Learning Difficulty,8346,PMLD,Cognition & Learning,2022
202223,special,EHC plans,Severe Learning Difficulty,27410,SLD,Cognition & Learning,2022
202223,special,EHC plans,"Social, Emotional and Mental Health",18090,SEMH,"Social, Emotional, Mental Health",2022
202223,special,EHC plans,Specific Learning Difficulty,3047,SPLD,Cognition & Learning,2022
202223,special,EHC plans,"Speech, Language and Communications needs",14877,SLCN,Communication & Interaction,2022
202223,special,EHC plans,Visual Impairment,807,VI,Physical &/or Sensory,2022
202223,special,No SEN,Missing,51,MN,Other,2022
202223,special,SEN Support,Autistic Spectrum Disorder,219,ASD,Communication & Interaction,2022
202223,special,SEN Support,Hearing Impairment,17,HI,Physical &/or Sensory,2022
202223,special,SEN Support,Moderate Learning Difficulty,64,MLD,Cognition & Learning,2022
202223,special,SEN Support,Multi- Sensory Impairment,1,MSI,Physical &/or Sensory,2022
202223,special,SEN Support,Other Difficulty/Disability,56,OTH,Other,2022
202223,special,SEN Support,Physical Disability,40,PD,Physical &/or Sensory,2022
202223,special,SEN Support,Profound & Multiple Learning Difficulty,106,PMLD,Cognition & Learning,2022
202223,special,SEN Support,SEN support but no specialist assessment of type of need,120,NSA,No Specific Assessment,2022
202223,special,SEN Support,Severe Learning Difficulty,164,SLD,Cognition & Learning,2022
202223,special,SEN Support,"Social, Emotional and Mental Health",191,SEMH,"Social, Emotional, Mental Health",2022
202223,special,SEN Support,Specific Learning Difficulty,15,SPLD,Cognition & Learning,2022
202223,special,SEN Support,"Speech, Language and Communications needs",123,SLCN,Communication & Interaction,2022
202223,special,SEN Support,Visual Impairment,11,VI,Physical &/or Sensory,2022
202223,special,Total,Autistic Spectrum Disorder,51929,ASD,Communication & Interaction,2022
202223,special,Total,Hearing Impairment,1102,HI,Physical &/or Sensory,2022
202223,special,Total,Missing,51,MN,Other,2022
202223,special,Total,Moderate Learning Difficulty,14646,MLD,Cognition & Learning,2022
202223,special,Total,Multi- Sensory Impairment,323,MSI,Physical &/or Sensory,2022
202223,special,Total,Other Difficulty/Disability,2937,OTH,Other,2022
202223,special,Total,Physical Disability,4213,PD,Physical &/or Sensory,2022
202223,special,Total,Profound & Multiple Learning Difficulty,8452,PMLD,Cognition & Learning,2022
